userId	geneSymbol	geneName	entrezgene	gLink
SEC61A1	SEC61A1	SEC61 translocon subunit alpha 1	29927	https://www.ncbi.nlm.nih.gov/gene/?term=29927
SELENBP1	SELENBP1	selenium binding protein 1	8991	https://www.ncbi.nlm.nih.gov/gene/?term=8991
SEMA3A	SEMA3A	semaphorin 3A	10371	https://www.ncbi.nlm.nih.gov/gene/?term=10371
SEMA3B	SEMA3B	semaphorin 3B	7869	https://www.ncbi.nlm.nih.gov/gene/?term=7869
SEMA3D	SEMA3D	semaphorin 3D	223117	https://www.ncbi.nlm.nih.gov/gene/?term=223117
SEMA4F	SEMA4F	ssemaphorin 4F	10505	https://www.ncbi.nlm.nih.gov/gene/?term=10505
SEMA5A	SEMA5A	semaphorin 5A	9037	https://www.ncbi.nlm.nih.gov/gene/?term=9037
SEMA6A	SEMA6A	semaphorin 6A	57556	https://www.ncbi.nlm.nih.gov/gene/?term=57556
SEMA6B	SEMA6B	semaphorin 6B	10501	https://www.ncbi.nlm.nih.gov/gene/?term=10501
SEMA6C	SEMA6C	semaphorin 6C	10500	https://www.ncbi.nlm.nih.gov/gene/?term=10500
SERPINA1	SERPINA1	serpin family A member 1	5265	https://www.ncbi.nlm.nih.gov/gene/?term=5265
SERPINB7	SERPINB7	serpin family B member 7	8710	https://www.ncbi.nlm.nih.gov/gene/?term=8710
SERTAD4	SERTAD4	SERTA domain containing 4	56256	https://www.ncbi.nlm.nih.gov/gene/?term=56256
SFTA1P	SFTA1P	surfactant associated 1, lncRNA	207107	https://www.ncbi.nlm.nih.gov/gene/?term=207107
SGMS2	SGMS2	sphingomyelin synthase 2	166929	https://www.ncbi.nlm.nih.gov/gene/?term=166929
SGSM1	SGSM1	small G protein signaling modulator 1	129049	https://www.ncbi.nlm.nih.gov/gene/?term=129049
SH2B2	SH2B2	SH2B adaptor protein 2	10603	https://www.ncbi.nlm.nih.gov/gene/?term=10603
SH2D5	SH2D5	SH2 domain containing 5	400745	https://www.ncbi.nlm.nih.gov/gene/?term=400745
SH3BP5	SH3BP5	SH3 domain binding protein 5	9467	https://www.ncbi.nlm.nih.gov/gene/?term=9467
SH3PXD2B	SH3PXD2B	SH3 and PX domains 2B	285590	https://www.ncbi.nlm.nih.gov/gene/?term=285590
SH3RF2	SH3RF2	SH3 domain containing ring finger 2	153769	https://www.ncbi.nlm.nih.gov/gene/?term=153769
SHF	SHF	Src homology 2 domain containing F	90525	https://www.ncbi.nlm.nih.gov/gene/?term=90525
SIRPA	SIRPA	signal regulatory protein alpha	140885	https://www.ncbi.nlm.nih.gov/gene/?term=140885
SIRPB1	SIRPB1	signal regulatory protein beta 1	10326	https://www.ncbi.nlm.nih.gov/gene/?term=10326
SLBP	SLBP	stem-loop histone mRNA binding protein	7884	https://www.ncbi.nlm.nih.gov/gene/?term=7884
SLC15A3	SLC15A3	solute carrier family 15 member 3	51296	https://www.ncbi.nlm.nih.gov/gene/?term=51296
SLC1A1	SLC1A1	solute carrier family 1 member 1	6505	https://www.ncbi.nlm.nih.gov/gene/?term=6505
SLC22A17	SLC22A17	solute carrier family 22 member 17	51310	https://www.ncbi.nlm.nih.gov/gene/?term=51310
SLC25A28	SLC25A28	solute carrier family 25 member 28	81894	https://www.ncbi.nlm.nih.gov/gene/?term=81894
SLC25A37	SLC25A37	solute carrier family 25 member 37	51312	https://www.ncbi.nlm.nih.gov/gene/?term=51312
SLC25A4	SLC25A4	solute carrier family 25 member 4	291	https://www.ncbi.nlm.nih.gov/gene/?term=291
SLC35E4	SLC35E4	solute carrier family 35 member E4	339665	https://www.ncbi.nlm.nih.gov/gene/?term=339665
SLC35F3	SLC35F3	solute carrier family 35 member F3	148641	https://www.ncbi.nlm.nih.gov/gene/?term=148641
SLC4A3	SLC4A3	solute carrier family 4 member 3	6508	https://www.ncbi.nlm.nih.gov/gene/?term=6508
SLC4A7	SLC4A7	solute carrier family 4 member 7	9497	https://www.ncbi.nlm.nih.gov/gene/?term=9497
SLC6A16	SLC6A16	solute carrier family 6 member 16	28968	https://www.ncbi.nlm.nih.gov/gene/?term=28968
SLC8A1	SLC8A1	solute carrier family 8 member A1	6546	https://www.ncbi.nlm.nih.gov/gene/?term=6546
SLC9A2	SLC9A2	solute carrier family 9 member A2	6549	https://www.ncbi.nlm.nih.gov/gene/?term=6549
SMIM2-AS1	SMIM2-AS1	SMIM2 antisense RNA 1	101929212	https://www.ncbi.nlm.nih.gov/gene/?term=101929212
SMO	SMO	smoothened, frizzled class receptor	6608	https://www.ncbi.nlm.nih.gov/gene/?term=6608
SMTN	SMTN	smoothelin	6525	https://www.ncbi.nlm.nih.gov/gene/?term=6525
SMURF2	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	64750	https://www.ncbi.nlm.nih.gov/gene/?term=64750
SNTA1	SNTA1	syntrophin alpha 1	6640	https://www.ncbi.nlm.nih.gov/gene/?term=6640
SOCS2	SOCS2	suppressor of cytokine signaling 2	8835	https://www.ncbi.nlm.nih.gov/gene/?term=8835
SOX15	SOX15	SRY-box transcription factor 15	6665	https://www.ncbi.nlm.nih.gov/gene/?term=6665
SP2-AS1	SP2-AS1	SP2 antisense RNA 1	100506325	https://www.ncbi.nlm.nih.gov/gene/?term=100506325
SPATA13	SPATA13	spermatogenesis associated 13	221178	https://www.ncbi.nlm.nih.gov/gene/?term=221178
SPEF1	SPEF1	sperm flagellar 1	25876	https://www.ncbi.nlm.nih.gov/gene/?term=25876
SPEF2	SPEF2	sperm flagellar 2	79925	https://www.ncbi.nlm.nih.gov/gene/?term=79925
SPNS2	SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate	124976	https://www.ncbi.nlm.nih.gov/gene/?term=124976
SPRY4	SPRY4	sprouty RTK signaling antagonist 4	81848	https://www.ncbi.nlm.nih.gov/gene/?term=81848
SQSTM1	SQSTM1	sequestosome 1	8878	https://www.ncbi.nlm.nih.gov/gene/?term=8878
SRR	SRR	serine racemase	63826	https://www.ncbi.nlm.nih.gov/gene/?term=63826
ST13P11	ST13P11	ST13, Hsp70 interacting protein pseudogene 11	728162	https://www.ncbi.nlm.nih.gov/gene/?term=728162
ST8SIA4	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	7903	https://www.ncbi.nlm.nih.gov/gene/?term=7903
STAC	STAC	SH3 and cysteine rich domain	6769	https://www.ncbi.nlm.nih.gov/gene/?term=6769
STAG3	STAG3	STAG3 cohesin complex component	10734	https://www.ncbi.nlm.nih.gov/gene/?term=10734
STAM	STAM	signal transducing adaptor molecule	8027	https://www.ncbi.nlm.nih.gov/gene/?term=8027
STARD4	STARD4	StAR related lipid transfer domain containing 4	134429	https://www.ncbi.nlm.nih.gov/gene/?term=134429
STAT1	STAT1	signal transducer and activator of transcription 1	6772	https://www.ncbi.nlm.nih.gov/gene/?term=6772
STAT2	STAT2	signal transducer and activator of transcription 2	6773	https://www.ncbi.nlm.nih.gov/gene/?term=6773
STEAP1	STEAP1	STEAP family member 1	26872	https://www.ncbi.nlm.nih.gov/gene/?term=26872
STEAP2	STEAP2	STEAP2 metalloreductase	261729	https://www.ncbi.nlm.nih.gov/gene/?term=261729
STK31	STK31	serine/threonine kinase 31	56164	https://www.ncbi.nlm.nih.gov/gene/?term=56164
STK32A	STK32A	serine/threonine kinase 32A	202374	https://www.ncbi.nlm.nih.gov/gene/?term=202374
STMN3	STMN3	stathmin 3	50861	https://www.ncbi.nlm.nih.gov/gene/?term=50861
STOM	STOM	stomatin	2040	https://www.ncbi.nlm.nih.gov/gene/?term=2040
STXBP6	STXBP6	syntaxin binding protein 6	29091	https://www.ncbi.nlm.nih.gov/gene/?term=29091
SULF1	SULF1	sulfatase 1	23213	https://www.ncbi.nlm.nih.gov/gene/?term=23213
SVEP1	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	79987	https://www.ncbi.nlm.nih.gov/gene/?term=79987
SYDE2	SYDE2	synapse defective Rho GTPase homolog 2	84144	https://www.ncbi.nlm.nih.gov/gene/?term=84144
SYNGR2	SYNGR2	synaptogyrin 2	9144	https://www.ncbi.nlm.nih.gov/gene/?term=9144
SYNGR3	SYNGR3	synaptogyrin 3	9143	https://www.ncbi.nlm.nih.gov/gene/?term=9143
SYT14	SYT14	synaptotagmin 14	255928	https://www.ncbi.nlm.nih.gov/gene/?term=255928
SYT16	SYT16	synaptotagmin 16	83851	https://www.ncbi.nlm.nih.gov/gene/?term=83851
SYT7	SYT7	synaptotagmin 7	9066	https://www.ncbi.nlm.nih.gov/gene/?term=9066
SYTL4	SYTL4	synaptotagmin like 4	94121	https://www.ncbi.nlm.nih.gov/gene/?term=94121
SYTL5	SYTL5	synaptotagmin like 5	94122	https://www.ncbi.nlm.nih.gov/gene/?term=94122
TAGLN	TAGLN	transgelin	6876	https://www.ncbi.nlm.nih.gov/gene/?term=6876
TAP1	TAP1	transporter 1, ATP binding cassette subfamily B member	6890	https://www.ncbi.nlm.nih.gov/gene/?term=6890
TAS2R43	TAS2R43	taste 2 receptor member 43	259289	https://www.ncbi.nlm.nih.gov/gene/?term=259289
TAS2R5	TAS2R5	taste 2 receptor member 5	54429	https://www.ncbi.nlm.nih.gov/gene/?term=54429
TBC1D2B	TBC1D2B	TBC1 domain family member 2B	23102	https://www.ncbi.nlm.nih.gov/gene/?term=23102
TBC1D32	TBC1D32	TBC1 domain family member 32	221322	https://www.ncbi.nlm.nih.gov/gene/?term=221322
TBX18	TBX18	T-box transcription factor 18	9096	https://www.ncbi.nlm.nih.gov/gene/?term=9096
TCAF2	TCAF2	TRPM8 channel associated factor 2	285966	https://www.ncbi.nlm.nih.gov/gene/?term=285966
TCF12	TCF12	transcription factor 12	6938	https://www.ncbi.nlm.nih.gov/gene/?term=6938
TCF7	TCF7	transcription factor 7	6932	https://www.ncbi.nlm.nih.gov/gene/?term=6932
TEAD2	TEAD2	TEA domain transcription factor 2	8463	https://www.ncbi.nlm.nih.gov/gene/?term=8463
TENM4	TENM4	teneurin transmembrane protein 4	26011	https://www.ncbi.nlm.nih.gov/gene/?term=26011
TEX9	TEX9	testis expressed 9	374618	https://www.ncbi.nlm.nih.gov/gene/?term=374618
TFAP2E	TFAP2E	transcription factor AP-2 epsilon	339488	https://www.ncbi.nlm.nih.gov/gene/?term=339488
TFDP2	TFDP2	transcription factor Dp-2	7029	https://www.ncbi.nlm.nih.gov/gene/?term=7029
TGM2	TGM2	transglutaminase 2	7052	https://www.ncbi.nlm.nih.gov/gene/?term=7052
THEM6	THEM6	thioesterase superfamily member 6	51337	https://www.ncbi.nlm.nih.gov/gene/?term=51337
THEMIS2	THEMIS2	thymocyte selection associated family member 2	9473	https://www.ncbi.nlm.nih.gov/gene/?term=9473
THY1	THY1	Thy-1 cell surface antigen	7070	https://www.ncbi.nlm.nih.gov/gene/?term=7070
TLCD2	TLCD2	TLC domain containing 2	727910	https://www.ncbi.nlm.nih.gov/gene/?term=727910
TMCC3	TMCC3	transmembrane and coiled-coil domain family 3	57458	https://www.ncbi.nlm.nih.gov/gene/?term=57458
TMCO3	TMCO3	transmembrane and coiled-coil domains 3	55002	https://www.ncbi.nlm.nih.gov/gene/?term=55002
TMEM140	TMEM140	transmembrane protein 140	55281	https://www.ncbi.nlm.nih.gov/gene/?term=55281
TMEM218	TMEM218	transmembrane protein 218	219854	https://www.ncbi.nlm.nih.gov/gene/?term=219854
TMEM229B	TMEM229B	transmembrane protein 229B	161145	https://www.ncbi.nlm.nih.gov/gene/?term=161145
TMOD2	TMOD2	tropomodulin 2	29767	https://www.ncbi.nlm.nih.gov/gene/?term=29767
TMSB10	TMSB10	thymosin beta 10	9168	https://www.ncbi.nlm.nih.gov/gene/?term=9168
TMTC1	TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1	83857	https://www.ncbi.nlm.nih.gov/gene/?term=83857
TNC	TNC	tenascin C	3371	https://www.ncbi.nlm.nih.gov/gene/?term=3371
TNFRSF25	TNFRSF25	TNF receptor superfamily member 25	8718	https://www.ncbi.nlm.nih.gov/gene/?term=8718
TP53I3	TP53I3	tumor protein p53 inducible protein 3	9540	https://www.ncbi.nlm.nih.gov/gene/?term=9540
TRAFD1	TRAFD1	TRAF-type zinc finger domain containing 1	10906	https://www.ncbi.nlm.nih.gov/gene/?term=10906
TRANK1	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	9881	https://www.ncbi.nlm.nih.gov/gene/?term=9881
TRIM22	TRIM22	tripartite motif containing 22	10346	https://www.ncbi.nlm.nih.gov/gene/?term=10346
TRIM38	TRIM38	tripartite motif containing 38	10475	https://www.ncbi.nlm.nih.gov/gene/?term=10475
TRIM69	TRIM69	tripartite motif containing 69	140691	https://www.ncbi.nlm.nih.gov/gene/?term=140691
TRIQK	TRIQK	triple QxxK/R motif containing	286144	https://www.ncbi.nlm.nih.gov/gene/?term=286144
TTC3P1	TTC3P1	tetratricopeptide repeat domain 3 pseudogene 1	286495	https://www.ncbi.nlm.nih.gov/gene/?term=286495
TYMP	TYMP	thymidine phosphorylase	1890	https://www.ncbi.nlm.nih.gov/gene/?term=1890
UAP1L1	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	91373	https://www.ncbi.nlm.nih.gov/gene/?term=91373
UNC5A	UNC5A	unc-5 netrin receptor A	90249	https://www.ncbi.nlm.nih.gov/gene/?term=90249
UNC5B	UNC5B	unc-5 netrin receptor B	219699	https://www.ncbi.nlm.nih.gov/gene/?term=219699
UNC93B1	UNC93B1	unc-93 homolog B1, TLR signaling regulator	81622	https://www.ncbi.nlm.nih.gov/gene/?term=81622
UPK1A	UPK1A	uroplakin 1A	11045	https://www.ncbi.nlm.nih.gov/gene/?term=11045
USP18	USP18	ubiquitin specific peptidase 18	11274	https://www.ncbi.nlm.nih.gov/gene/?term=11274
USP40	USP40	ubiquitin specific peptidase 40	55230	https://www.ncbi.nlm.nih.gov/gene/?term=55230
VEPH1	VEPH1	ventricular zone expressed PH domain containing 1	79674	https://www.ncbi.nlm.nih.gov/gene/?term=79674
VILL	VILL	villin like	50853	https://www.ncbi.nlm.nih.gov/gene/?term=50853
VPS9D1-AS1	VPS9D1-AS1	VPS9D1 antisense RNA 1	100128881	https://www.ncbi.nlm.nih.gov/gene/?term=100128881
VWA2	VWA2	von Willebrand factor A domain containing 2	340706	https://www.ncbi.nlm.nih.gov/gene/?term=340706
WASF1	WASF1	WASP family member 1	8936	https://www.ncbi.nlm.nih.gov/gene/?term=8936
WDR27	WDR27	WD repeat domain 27	253769	https://www.ncbi.nlm.nih.gov/gene/?term=253769
WDR35	WDR35	WD repeat domain 35	57539	https://www.ncbi.nlm.nih.gov/gene/?term=57539
WHRN	WHRN	whirlin	25861	https://www.ncbi.nlm.nih.gov/gene/?term=25861
WNK3	WNK3	WNK lysine deficient protein kinase 3	65267	https://www.ncbi.nlm.nih.gov/gene/?term=65267
WNT7A	WNT7A	Wnt family member 7A	7476	https://www.ncbi.nlm.nih.gov/gene/?term=7476
WTIP	WTIP	WT1 interacting protein	126374	https://www.ncbi.nlm.nih.gov/gene/?term=126374
XAF1	XAF1	XIAP associated factor 1	54739	https://www.ncbi.nlm.nih.gov/gene/?term=54739
YAP1	YAP1	Yes1 associated transcriptional regulator	10413	https://www.ncbi.nlm.nih.gov/gene/?term=10413
ZDHHC1	ZDHHC1	zinc finger DHHC-type containing 1	29800	https://www.ncbi.nlm.nih.gov/gene/?term=29800
ZDHHC7	ZDHHC7	zinc finger DHHC-type palmitoyltransferase 7	55625	https://www.ncbi.nlm.nih.gov/gene/?term=55625
ZFP28	ZFP28	ZFP28 zinc finger protein	140612	https://www.ncbi.nlm.nih.gov/gene/?term=140612
ZFP3	ZFP3	ZFP3 zinc finger protein	124961	https://www.ncbi.nlm.nih.gov/gene/?term=124961
ZFP69B	ZFP69B	ZFP69 zinc finger protein B	65243	https://www.ncbi.nlm.nih.gov/gene/?term=65243
ZNF28	ZNF28	zinc finger protein 28	7576	https://www.ncbi.nlm.nih.gov/gene/?term=7576
ZNF320	ZNF320	zinc finger protein 320	162967	https://www.ncbi.nlm.nih.gov/gene/?term=162967
ZNF354A	ZNF354A	zinc finger protein 354A	6940	https://www.ncbi.nlm.nih.gov/gene/?term=6940
ZNF365	ZNF365	zinc finger protein 365	22891	https://www.ncbi.nlm.nih.gov/gene/?term=22891
ZNF415P1	ZNF415P1	zinc finger protein 415 pseudogene 1	100419893	https://www.ncbi.nlm.nih.gov/gene/?term=100419893
ZNF462	ZNF462	zinc finger protein 462	58499	https://www.ncbi.nlm.nih.gov/gene/?term=58499
ZNF468	ZNF468	zinc finger protein 468	90333	https://www.ncbi.nlm.nih.gov/gene/?term=90333
ZNF470	ZNF470	zinc finger protein 470	388566	https://www.ncbi.nlm.nih.gov/gene/?term=388566
ZNF471	ZNF471	zinc finger protein 471	57573	https://www.ncbi.nlm.nih.gov/gene/?term=57573
ZNF493	ZNF493	zinc finger protein 493	284443	https://www.ncbi.nlm.nih.gov/gene/?term=284443
ZNF502	ZNF502	zinc finger protein 502	91392	https://www.ncbi.nlm.nih.gov/gene/?term=91392
ZNF888	ZNF888	zinc finger protein 888	388559	https://www.ncbi.nlm.nih.gov/gene/?term=388559
ZNFX1	ZNFX1	zinc finger NFX1-type containing 1	57169	https://www.ncbi.nlm.nih.gov/gene/?term=57169
ZP3	ZP3	zona pellucida glycoprotein 3	7784	https://www.ncbi.nlm.nih.gov/gene/?term=7784
ZSCAN31	ZSCAN31	zinc finger and SCAN domain containing 31	64288	https://www.ncbi.nlm.nih.gov/gene/?term=64288
ZYG11A	ZYG11A	zyg-11 family member A, cell cycle regulator	440590	https://www.ncbi.nlm.nih.gov/gene/?term=440590
